ID,Date Reported,Date Occured,Area Name,Victim Age,Victim Sex,Victim Descent,Location,Latitude,Longitude,Criminal Activities,Criminal Activities grped,Criminal Activities re-grped,
940018,2014-04-15,2014-04-15,Harbor,60,F,B,1300    ABRAHAM                      TR,33.8011,-118.2995,Battery Crime,Bodily Harm,Violent Crimes,0.991702199
940042,2014-02-15,2014-02-15,West LA,46,M,W,1900 S  ROBERTSON                    BL,34.0449,-118.3866,Battery Crime,Bodily Harm,Violent Crimes,0.995119642
940135,2015-08-26,2014-11-24,Devonshire,53,F,W,19900    NORTHRIDGE                   RD,34.2614,-118.5658,Theft,Property Crime,Non-Violent Crimes,0.992673215
940151,2014-06-12,2014-06-11,77th Street,19,F,H,4500 S  FIGUEROA                     ST,34.0028,-118.2827,Assault,Bodily Harm,Violent Crimes,0.992261013
940311,2014-03-08,2014-03-07,Central,34,F,H,900 N  VIGNES                       ST,34.0566,-118.2319,Theft,Property Crime,Non-Violent Crimes,0.991302594
940410,2014-09-01,2014-06-15,Harbor,36,M,W,1600 W  257TH                        ST,33.7905,-118.3043,Theft,Property Crime,Non-Violent Crimes,0.992488852
940820,2014-01-22,2014-01-21,Southwest,51,F,H,3200 W  JEFFERSON                    BL,34.0256,-118.3305,Theft,Property Crime,Non-Violent Crimes,0.999077692
940856,2014-08-15,2014-06-27,Wilshire,58,M,W,6100    ORANGE                       ST,34.064,-118.3614,Theft,Property Crime,Non-Violent Crimes,0.994979075
941101,2014-03-31,2014-03-06,Foothill,21,F,H,11300    WOODCOCK                     AV,34.275,-118.4201,Theft,Property Crime,Non-Violent Crimes,0.993277256
941112,2014-01-04,2014-01-02,Southeast,19,F,H,CENTRAL,33.9295,-118.2543,Assault,Bodily Harm,Violent Crimes,0.99773252
941265,2014-11-27,2014-11-27,Southeast,21,M,H,SAN PEDRO,33.9492,-118.2695,Battery Crime,Bodily Harm,Violent Crimes,0.991248323
941330,2015-06-25,2014-08-04,Rampart,58,M,O,700    HYPERION                     AV,34.0852,-118.2841,Theft,Property Crime,Non-Violent Crimes,0.996449166
941349,2014-03-16,2014-03-16,N Hollywood,40,F,W,7200    ENSIGN                       AV,34.2022,-118.3715,Battery Crime,Bodily Harm,Violent Crimes,0.994143174
941391,2014-03-02,2014-03-02,Rampart,31,F,B,3RD                          ST,34.0568,-118.2578,Robbery,Robbery,Violent Crimes,0.991489506
941481,2014-09-08,2014-09-07,Rampart,29,F,H,4200    CLINTON                      ST,34.0818,-118.2941,Theft,Property Crime,Non-Violent Crimes,0.99281872
941493,2014-02-12,2014-02-12,N Hollywood,61,F,W,5500    KLUMP                        AV,34.17,-118.3752,Battery Crime,Bodily Harm,Violent Crimes,0.990810589
941836,2014-06-30,2014-06-01,Olympic,52,M,H,1100    ARAPAHOE                     ST,34.0508,-118.2854,Theft,Property Crime,Non-Violent Crimes,0.998938857
941899,2014-04-27,2014-04-26,Mission,33,F,H,14300    DAUBERT                      ST,34.2694,-118.4449,Battery Crime,Bodily Harm,Violent Crimes,0.990045772
941920,2014-12-30,2014-12-30,Hollenbeck,48,M,H,5000    NOVGOROD                     ST,34.09,-118.175,Battery Crime,Bodily Harm,Violent Crimes,0.998204847
942013,2014-01-01,2014-01-01,Devonshire,47,F,B,16000    LAHEY                        ST,34.2728,-118.4807,Assault,Bodily Harm,Violent Crimes,0.992410556
